gd, mm, dd, it, volume, hist_volume, weather
2,9,26,63,28,35 37 32 35 35 44,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,63,46,64 49 48 49 40 49,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,63,27,59 57 52 44 58 33,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,64,19,15 22 19 19 24 14,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,64,32,55 47 33 38 32 33,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,64,26,37 32 35 35 44 28,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,64,38,49 48 49 40 49 46,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,64,40,57 52 44 58 33 27,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,65,10,22 19 19 24 14 19,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,65,26,47 33 38 32 33 32,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,65,23,32 35 35 44 28 26,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,65,42,48 49 40 49 46 38,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,65,28,52 44 58 33 27 40,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,66,10,19 19 24 14 19 10,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,66,9,33 38 32 33 32 26,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,66,27,35 35 44 28 26 23,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,66,30,49 40 49 46 38 42,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,66,19,44 58 33 27 40 28,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,67,12,19 24 14 19 10 10,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,67,28,38 32 33 32 26 9,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,67,18,35 44 28 26 23 27,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,67,26,40 49 46 38 42 30,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,67,27,58 33 27 40 28 19,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,68,5,24 14 19 10 10 12,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,68,14,32 33 32 26 9 28,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,68,17,44 28 26 23 27 18,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,68,15,49 46 38 42 30 26,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,68,29,33 27 40 28 19 27,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,69,3,14 19 10 10 12 5,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,69,16,33 32 26 9 28 14,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,69,11,28 26 23 27 18 17,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,69,17,46 38 42 30 26 15,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,69,14,27 40 28 19 27 29,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,70,6,19 10 10 12 5 3,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,70,14,32 26 9 28 14 16,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,70,1,26 23 27 18 17 11,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,70,19,38 42 30 26 15 17,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,70,12,40 28 19 27 29 14,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,26,71,4,10 10 12 5 3 6,100.57 101.06 10.875 1.5 24.9 90.0 0.0
1,9,26,71,20,26 9 28 14 16 14,100.57 101.06 10.875 1.5 24.9 90.0 0.0
2,9,26,71,12,23 27 18 17 11 1,100.57 101.06 10.875 1.5 24.9 90.0 0.0
3,9,26,71,14,42 30 26 15 17 19,100.57 101.06 10.875 1.5 24.9 90.0 0.0
4,9,26,71,8,28 19 27 29 14 12,100.57 101.06 10.875 1.5 24.9 90.0 0.0
0,9,27,0,12,10 12 5 3 6 4,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,0,128,9 28 14 16 14 20,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,0,1,27 18 17 11 1 12,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,0,14,30 26 15 17 19 14,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,0,123,19 27 29 14 12 8,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,1,20,12 5 3 6 4 12,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,1,78,28 14 16 14 20 128,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,1,1,18 17 11 1 12 1,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,1,17,26 15 17 19 14 14,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,1,87,27 29 14 12 8 123,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,2,8,5 3 6 4 12 20,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,2,40,14 16 14 20 128 78,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,2,1,17 11 1 12 1 1,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,2,14,15 17 19 14 14 17,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,2,59,29 14 12 8 123 87,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,3,5,3 6 4 12 20 8,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,3,6,16 14 20 128 78 40,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,3,1,11 1 12 1 1 1,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,3,23,17 19 14 14 17 14,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,3,12,14 12 8 123 87 59,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,4,8,6 4 12 20 8 5,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,4,9,14 20 128 78 40 6,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,4,1,1 12 1 1 1 1,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,4,20,19 14 14 17 14 23,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,4,7,12 8 123 87 59 12,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,5,6,4 12 20 8 5 8,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,5,10,20 128 78 40 6 9,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,5,3,12 1 1 1 1 1,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,5,12,14 14 17 14 23 20,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,5,5,8 123 87 59 12 7,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,6,7,12 20 8 5 8 6,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,6,12,128 78 40 6 9 10,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,6,18,1 1 1 1 1 3,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,6,11,14 17 14 23 20 12,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,6,4,123 87 59 12 7 5,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,7,5,20 8 5 8 6 7,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,7,10,78 40 6 9 10 12,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,7,18,1 1 1 1 3 18,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,7,11,17 14 23 20 12 11,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,7,3,87 59 12 7 5 4,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,8,8,8 5 8 6 7 5,100.69 101.18 9.875 2.1 26.2 86.0 0.0
1,9,27,8,8,40 6 9 10 12 10,100.69 101.18 9.875 2.1 26.2 86.0 0.0
2,9,27,8,18,1 1 1 3 18 18,100.69 101.18 9.875 2.1 26.2 86.0 0.0
3,9,27,8,14,14 23 20 12 11 11,100.69 101.18 9.875 2.1 26.2 86.0 0.0
4,9,27,8,4,59 12 7 5 4 3,100.69 101.18 9.875 2.1 26.2 86.0 0.0
0,9,27,9,9,5 8 6 7 5 8,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,9,10,6 9 10 12 10 8,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,9,18,1 1 3 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,9,12,23 20 12 11 11 14,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,9,5,12 7 5 4 3 4,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,10,7,8 6 7 5 8 9,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,10,9,9 10 12 10 8 10,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,10,18,1 3 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,10,12,20 12 11 11 14 12,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,10,1,7 5 4 3 4 5,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,11,6,6 7 5 8 9 7,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,11,12,10 12 10 8 10 9,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,11,18,3 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,11,12,12 11 11 14 12 12,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,11,4,5 4 3 4 5 1,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,12,16,7 5 8 9 7 6,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,12,19,12 10 8 10 9 12,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,12,18,18 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,12,12,11 11 14 12 12 12,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,12,6,4 3 4 5 1 4,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,13,11,5 8 9 7 6 16,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,13,22,10 8 10 9 12 19,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,13,18,18 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,13,16,11 14 12 12 12 12,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,13,1,3 4 5 1 4 6,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,14,16,8 9 7 6 16 11,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,14,19,8 10 9 12 19 22,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,14,18,18 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,14,21,14 12 12 12 12 16,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,14,8,4 5 1 4 6 1,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,15,6,9 7 6 16 11 16,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,15,26,10 9 12 19 22 19,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,15,18,18 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,15,14,12 12 12 12 16 21,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,15,14,5 1 4 6 1 8,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,16,4,7 6 16 11 16 6,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,16,29,9 12 19 22 19 26,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,16,17,18 18 18 18 18 18,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,16,9,12 12 12 16 21 14,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,16,8,1 4 6 1 8 14,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,17,10,6 16 11 16 6 4,100.63 101.12 9.0 3.0 28.5 77.0 0.0
1,9,27,17,34,12 19 22 19 26 29,100.63 101.12 9.0 3.0 28.5 77.0 0.0
2,9,27,17,19,18 18 18 18 18 17,100.63 101.12 9.0 3.0 28.5 77.0 0.0
3,9,27,17,19,12 12 16 21 14 9,100.63 101.12 9.0 3.0 28.5 77.0 0.0
4,9,27,17,22,4 6 1 8 14 8,100.63 101.12 9.0 3.0 28.5 77.0 0.0
0,9,27,18,12,16 11 16 6 4 10,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,18,45,19 22 19 26 29 34,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,18,28,18 18 18 18 17 19,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,18,33,12 16 21 14 9 19,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,18,25,6 1 8 14 8 22,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,19,20,11 16 6 4 10 12,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,19,63,22 19 26 29 34 45,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,19,31,18 18 18 17 19 28,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,19,41,16 21 14 9 19 33,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,19,42,1 8 14 8 22 25,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,20,35,16 6 4 10 12 20,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,20,79,19 26 29 34 45 63,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,20,43,18 18 17 19 28 31,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,20,71,21 14 9 19 33 41,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,20,53,8 14 8 22 25 42,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,21,56,6 4 10 12 20 35,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,21,74,26 29 34 45 63 79,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,21,51,18 17 19 28 31 43,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,21,113,14 9 19 33 41 71,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,21,71,14 8 22 25 42 53,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,22,50,4 10 12 20 35 56,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,22,98,29 34 45 63 79 74,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,22,89,17 19 28 31 43 51,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,22,139,9 19 33 41 71 113,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,22,73,8 22 25 42 53 71,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,23,41,10 12 20 35 56 50,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,23,113,34 45 63 79 74 98,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,23,104,19 28 31 43 51 89,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,23,142,19 33 41 71 113 139,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,23,97,22 25 42 53 71 73,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,24,60,12 20 35 56 50 41,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,24,118,45 63 79 74 98 113,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,24,128,28 31 43 51 89 104,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,24,188,33 41 71 113 139 142,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,24,96,25 42 53 71 73 97,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,25,45,20 35 56 50 41 60,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,25,116,63 79 74 98 113 118,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,25,117,31 43 51 89 104 128,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,25,137,41 71 113 139 142 188,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,25,118,42 53 71 73 97 96,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,26,64,35 56 50 41 60 45,100.43 100.92 12.0 3.6 31.1 63.0 0.0
1,9,27,26,125,79 74 98 113 118 116,100.43 100.92 12.0 3.6 31.1 63.0 0.0
2,9,27,26,131,43 51 89 104 128 117,100.43 100.92 12.0 3.6 31.1 63.0 0.0
3,9,27,26,189,71 113 139 142 188 137,100.43 100.92 12.0 3.6 31.1 63.0 0.0
4,9,27,26,144,53 71 73 97 96 118,100.43 100.92 12.0 3.6 31.1 63.0 0.0
0,9,27,27,58,56 50 41 60 45 64,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,27,129,74 98 113 118 116 125,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,27,111,51 89 104 128 117 131,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,27,150,113 139 142 188 137 189,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,27,117,71 73 97 96 118 144,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,28,65,50 41 60 45 64 58,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,28,97,98 113 118 116 125 129,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,28,90,89 104 128 117 131 111,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,28,127,139 142 188 137 189 150,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,28,109,73 97 96 118 144 117,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,29,45,41 60 45 64 58 65,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,29,73,113 118 116 125 129 97,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,29,94,104 128 117 131 111 90,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,29,123,142 188 137 189 150 127,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,29,94,97 96 118 144 117 109,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,30,50,60 45 64 58 65 45,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,30,79,118 116 125 129 97 73,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,30,96,128 117 131 111 90 94,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,30,136,188 137 189 150 127 123,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,30,80,96 118 144 117 109 94,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,31,35,45 64 58 65 45 50,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,31,89,116 125 129 97 73 79,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,31,66,117 131 111 90 94 96,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,31,118,137 189 150 127 123 136,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,31,69,118 144 117 109 94 80,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,32,58,64 58 65 45 50 35,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,32,97,125 129 97 73 79 89,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,32,56,131 111 90 94 96 66,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,32,99,189 150 127 123 136 118,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,32,88,144 117 109 94 80 69,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,33,31,58 65 45 50 35 58,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,33,89,129 97 73 79 89 97,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,33,50,111 90 94 96 66 56,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,33,102,150 127 123 136 118 99,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,33,55,117 109 94 80 69 88,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,34,47,65 45 50 35 58 31,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,34,89,97 73 79 89 97 89,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,34,53,90 94 96 66 56 50,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,34,99,127 123 136 118 99 102,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,34,51,109 94 80 69 88 55,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,35,33,45 50 35 58 31 47,100.46 100.95 13.0 4.2 28.7 72.0 0.0
1,9,27,35,74,73 79 89 97 89 89,100.46 100.95 13.0 4.2 28.7 72.0 0.0
2,9,27,35,65,94 96 66 56 50 53,100.46 100.95 13.0 4.2 28.7 72.0 0.0
3,9,27,35,86,123 136 118 99 102 99,100.46 100.95 13.0 4.2 28.7 72.0 0.0
4,9,27,35,79,94 80 69 88 55 51,100.46 100.95 13.0 4.2 28.7 72.0 0.0
0,9,27,36,34,50 35 58 31 47 33,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,36,88,79 89 97 89 89 74,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,36,49,96 66 56 50 53 65,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,36,97,136 118 99 102 99 86,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,36,96,80 69 88 55 51 79,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,37,44,35 58 31 47 33 34,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,37,80,89 97 89 89 74 88,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,37,62,66 56 50 53 65 49,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,37,93,118 99 102 99 86 97,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,37,90,69 88 55 51 79 96,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,38,37,58 31 47 33 34 44,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,38,74,97 89 89 74 88 80,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,38,66,56 50 53 65 49 62,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,38,102,99 102 99 86 97 93,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,38,84,88 55 51 79 96 90,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,39,57,31 47 33 34 44 37,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,39,89,89 89 74 88 80 74,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,39,68,50 53 65 49 62 66,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,39,129,102 99 86 97 93 102,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,39,95,55 51 79 96 90 84,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,40,54,47 33 34 44 37 57,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,40,113,89 74 88 80 74 89,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,40,82,53 65 49 62 66 68,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,40,119,99 86 97 93 102 129,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,40,91,51 79 96 90 84 95,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,41,90,33 34 44 37 57 54,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,41,101,74 88 80 74 89 113,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,41,32,65 49 62 66 68 82,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,41,113,86 97 93 102 129 119,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,41,99,79 96 90 84 95 91,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,42,54,34 44 37 57 54 90,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,42,89,88 80 74 89 113 101,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,42,51,49 62 66 68 82 32,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,42,91,97 93 102 129 119 113,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,42,82,96 90 84 95 91 99,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,43,47,44 37 57 54 90 54,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,43,93,80 74 89 113 101 89,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,43,55,62 66 68 82 32 51,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,43,115,93 102 129 119 113 91,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,43,86,90 84 95 91 99 82,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,44,38,37 57 54 90 54 47,100.61 101.1 5.0 3.4 27.4 85.0 0.0
1,9,27,44,105,74 89 113 101 89 93,100.61 101.1 5.0 3.4 27.4 85.0 0.0
2,9,27,44,66,66 68 82 32 51 55,100.61 101.1 5.0 3.4 27.4 85.0 0.0
3,9,27,44,108,102 129 119 113 91 115,100.61 101.1 5.0 3.4 27.4 85.0 0.0
4,9,27,44,91,84 95 91 99 82 86,100.61 101.1 5.0 3.4 27.4 85.0 0.0
0,9,27,45,39,57 54 90 54 47 38,100.52 101.01 8.75 3.1 27.1 87.0 0.0
1,9,27,45,117,89 113 101 89 93 105,100.52 101.01 8.75 3.1 27.1 87.0 0.0
2,9,27,45,68,68 82 32 51 55 66,100.52 101.01 8.75 3.1 27.1 87.0 0.0
3,9,27,45,108,129 119 113 91 115 108,100.52 101.01 8.75 3.1 27.1 87.0 0.0
4,9,27,45,75,95 91 99 82 86 91,100.52 101.01 8.75 3.1 27.1 87.0 0.0
0,9,27,46,47,54 90 54 47 38 39,100.52 101.01 8.75 3.1 27.1 87.0 0.0
1,9,27,46,96,113 101 89 93 105 117,100.52 101.01 8.75 3.1 27.1 87.0 0.0
2,9,27,46,84,82 32 51 55 66 68,100.52 101.01 8.75 3.1 27.1 87.0 0.0
3,9,27,46,118,119 113 91 115 108 108,100.52 101.01 8.75 3.1 27.1 87.0 0.0
4,9,27,46,106,91 99 82 86 91 75,100.52 101.01 8.75 3.1 27.1 87.0 0.0
0,9,27,47,44,90 54 47 38 39 47,100.52 101.01 8.75 3.1 27.1 87.0 0.0
