"tollgate_id","time_window","direction","volume","has_etc","car_model"
"3","(2016-09-26 08:40:00,2016-09-26 09:00:00)","1","150","62","[0, 140, 4, 1, 4, 1, 0, 0]"
"3","(2016-09-26 08:40:00,2016-09-26 09:00:00)","0","170","57","[0, 146, 21, 2, 1, 0, 0, 0]"
"2","(2016-09-26 08:40:00,2016-09-26 09:00:00)","0","121","41","[0, 105, 15, 1, 0, 0, 0, 0]"
"1","(2016-09-26 09:00:00,2016-09-26 09:20:00)","1","120","31","[0, 106, 9, 2, 1, 1, 0, 1]"
"1","(2016-09-26 09:00:00,2016-09-26 09:20:00)","0","48","14","[0, 43, 5, 0, 0, 0, 0, 0]"
"3","(2016-09-26 09:00:00,2016-09-26 09:20:00)","1","145","69","[0, 134, 4, 5, 1, 1, 0, 0]"
"3","(2016-09-26 09:00:00,2016-09-26 09:20:00)","0","136","37","[0, 116, 18, 0, 2, 0, 0, 0]"
"2","(2016-09-26 09:00:00,2016-09-26 09:20:00)","0","126","35","[0, 110, 14, 2, 0, 0, 0, 0]"
"1","(2016-09-26 09:20:00,2016-09-26 09:40:00)","1","130","45","[0, 115, 4, 4, 3, 4, 0, 0]"
"1","(2016-09-26 09:20:00,2016-09-26 09:40:00)","0","52","14","[0, 48, 3, 1, 0, 0, 0, 0]"
"3","(2016-09-26 09:20:00,2016-09-26 09:40:00)","1","113","24","[0, 104, 4, 5, 0, 0, 0, 0]"
"3","(2016-09-26 09:20:00,2016-09-26 09:40:00)","0","148","31","[0, 119, 28, 0, 1, 0, 0, 0]"
"2","(2016-09-26 09:20:00,2016-09-26 09:40:00)","0","120","28","[0, 106, 14, 0, 0, 0, 0, 0]"
"1","(2016-09-26 09:40:00,2016-09-26 10:00:00)","1","102","30","[0, 91, 5, 1, 4, 1, 0, 0]"
"1","(2016-09-26 09:40:00,2016-09-26 10:00:00)","0","51","7","[0, 42, 8, 1, 0, 0, 0, 0]"
"3","(2016-09-26 09:40:00,2016-09-26 10:00:00)","1","104","26","[0, 92, 6, 2, 1, 2, 0, 1]"
"3","(2016-09-26 09:40:00,2016-09-26 10:00:00)","0","117","26","[0, 98, 18, 0, 1, 0, 0, 0]"
"2","(2016-09-26 09:40:00,2016-09-26 10:00:00)","0","81","21","[0, 65, 15, 0, 1, 0, 0, 0]"
"1","(2016-09-26 10:00:00,2016-09-26 10:20:00)","1","89","14","[0, 74, 9, 1, 1, 3, 0, 1]"
"1","(2016-09-26 10:00:00,2016-09-26 10:20:00)","0","47","13","[0, 44, 2, 1, 0, 0, 0, 0]"
"3","(2016-09-26 10:00:00,2016-09-26 10:20:00)","1","85","18","[0, 72, 8, 3, 0, 1, 0, 1]"
"3","(2016-09-26 10:00:00,2016-09-26 10:20:00)","0","112","26","[0, 84, 24, 3, 1, 0, 0, 0]"
"2","(2016-09-26 10:00:00,2016-09-26 10:20:00)","0","78","22","[0, 72, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-26 10:20:00,2016-09-26 10:40:00)","1","105","23","[0, 83, 9, 4, 1, 8, 0, 0]"
"1","(2016-09-26 10:20:00,2016-09-26 10:40:00)","0","52","15","[0, 48, 4, 0, 0, 0, 0, 0]"
"3","(2016-09-26 10:20:00,2016-09-26 10:40:00)","1","88","22","[0, 73, 10, 3, 0, 2, 0, 0]"
"3","(2016-09-26 10:20:00,2016-09-26 10:40:00)","0","105","26","[0, 90, 15, 0, 0, 0, 0, 0]"
"2","(2016-09-26 10:20:00,2016-09-26 10:40:00)","0","57","13","[0, 46, 11, 0, 0, 0, 0, 0]"
"1","(2016-09-26 10:40:00,2016-09-26 11:00:00)","1","82","14","[0, 64, 9, 6, 1, 2, 0, 0]"
"1","(2016-09-26 10:40:00,2016-09-26 11:00:00)","0","36","5","[0, 32, 3, 0, 1, 0, 0, 0]"
"3","(2016-09-26 10:40:00,2016-09-26 11:00:00)","1","93","22","[0, 84, 7, 0, 0, 2, 0, 0]"
"3","(2016-09-26 10:40:00,2016-09-26 11:00:00)","0","100","18","[0, 77, 22, 0, 1, 0, 0, 0]"
"2","(2016-09-26 10:40:00,2016-09-26 11:00:00)","0","58","13","[0, 48, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-26 11:00:00,2016-09-26 11:20:00)","1","78","14","[0, 58, 10, 5, 1, 4, 0, 0]"
"1","(2016-09-26 11:00:00,2016-09-26 11:20:00)","0","36","13","[0, 30, 3, 1, 2, 0, 0, 0]"
"3","(2016-09-26 11:00:00,2016-09-26 11:20:00)","1","60","13","[0, 53, 5, 1, 0, 1, 0, 0]"
"3","(2016-09-26 11:00:00,2016-09-26 11:20:00)","0","103","29","[0, 76, 25, 1, 1, 0, 0, 0]"
"2","(2016-09-26 11:00:00,2016-09-26 11:20:00)","0","65","11","[1, 52, 12, 0, 0, 0, 0, 0]"
"1","(2016-09-26 11:20:00,2016-09-26 11:40:00)","1","81","11","[0, 65, 8, 3, 3, 1, 0, 1]"
"1","(2016-09-26 11:20:00,2016-09-26 11:40:00)","0","35","4","[0, 30, 3, 2, 0, 0, 0, 0]"
"3","(2016-09-26 11:20:00,2016-09-26 11:40:00)","1","76","19","[0, 68, 4, 2, 1, 1, 0, 0]"
"3","(2016-09-26 11:20:00,2016-09-26 11:40:00)","0","74","20","[0, 62, 12, 0, 0, 0, 0, 0]"
"2","(2016-09-26 11:20:00,2016-09-26 11:40:00)","0","47","10","[0, 38, 9, 0, 0, 0, 0, 0]"
"1","(2016-09-26 11:40:00,2016-09-26 12:00:00)","1","72","9","[0, 56, 5, 3, 1, 7, 0, 0]"
"1","(2016-09-26 11:40:00,2016-09-26 12:00:00)","0","52","14","[0, 41, 10, 0, 1, 0, 0, 0]"
"3","(2016-09-26 11:40:00,2016-09-26 12:00:00)","1","54","16","[0, 46, 4, 2, 0, 2, 0, 0]"
"3","(2016-09-26 11:40:00,2016-09-26 12:00:00)","0","112","23","[0, 84, 24, 1, 3, 0, 0, 0]"
"2","(2016-09-26 11:40:00,2016-09-26 12:00:00)","0","62","11","[0, 48, 13, 0, 0, 0, 0, 1]"
"1","(2016-09-26 12:00:00,2016-09-26 12:20:00)","1","71","20","[0, 56, 8, 1, 3, 3, 0, 0]"
"1","(2016-09-26 12:00:00,2016-09-26 12:20:00)","0","48","8","[0, 45, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-26 12:00:00,2016-09-26 12:20:00)","1","79","19","[0, 73, 4, 1, 0, 1, 0, 0]"
"3","(2016-09-26 12:00:00,2016-09-26 12:20:00)","0","66","11","[0, 48, 16, 1, 1, 0, 0, 0]"
"2","(2016-09-26 12:00:00,2016-09-26 12:20:00)","0","63","7","[0, 48, 13, 1, 1, 0, 0, 0]"
"1","(2016-09-26 12:20:00,2016-09-26 12:40:00)","1","89","17","[0, 78, 8, 1, 0, 2, 0, 0]"
"1","(2016-09-26 12:20:00,2016-09-26 12:40:00)","0","37","8","[0, 35, 0, 2, 0, 0, 0, 0]"
"3","(2016-09-26 12:20:00,2016-09-26 12:40:00)","1","82","16","[0, 74, 3, 4, 1, 0, 0, 0]"
"3","(2016-09-26 12:20:00,2016-09-26 12:40:00)","0","82","14","[0, 60, 19, 2, 1, 0, 0, 0]"
"2","(2016-09-26 12:20:00,2016-09-26 12:40:00)","0","71","15","[0, 60, 11, 0, 0, 0, 0, 0]"
"1","(2016-09-26 12:40:00,2016-09-26 13:00:00)","1","82","15","[0, 68, 8, 1, 2, 2, 0, 1]"
"1","(2016-09-26 12:40:00,2016-09-26 13:00:00)","0","48","17","[0, 42, 6, 0, 0, 0, 0, 0]"
"3","(2016-09-26 12:40:00,2016-09-26 13:00:00)","1","84","17","[0, 77, 3, 3, 0, 1, 0, 0]"
"3","(2016-09-26 12:40:00,2016-09-26 13:00:00)","0","95","24","[0, 82, 11, 0, 2, 0, 0, 0]"
"2","(2016-09-26 12:40:00,2016-09-26 13:00:00)","0","72","19","[0, 66, 5, 0, 0, 0, 0, 1]"
"1","(2016-09-26 13:00:00,2016-09-26 13:20:00)","1","87","18","[0, 68, 11, 3, 3, 2, 0, 0]"
"1","(2016-09-26 13:00:00,2016-09-26 13:20:00)","0","54","15","[0, 49, 2, 2, 1, 0, 0, 0]"
"3","(2016-09-26 13:00:00,2016-09-26 13:20:00)","1","87","23","[0, 76, 8, 2, 0, 1, 0, 0]"
"3","(2016-09-26 13:00:00,2016-09-26 13:20:00)","0","98","21","[0, 69, 28, 0, 1, 0, 0, 0]"
"2","(2016-09-26 13:00:00,2016-09-26 13:20:00)","0","61","20","[0, 51, 7, 2, 1, 0, 0, 0]"
"1","(2016-09-26 13:20:00,2016-09-26 13:40:00)","1","92","17","[0, 76, 8, 2, 1, 4, 0, 1]"
"1","(2016-09-26 13:20:00,2016-09-26 13:40:00)","0","49","13","[0, 46, 2, 1, 0, 0, 0, 0]"
"3","(2016-09-26 13:20:00,2016-09-26 13:40:00)","1","77","29","[0, 71, 2, 2, 0, 2, 0, 0]"
"3","(2016-09-26 13:20:00,2016-09-26 13:40:00)","0","117","30","[0, 89, 22, 1, 5, 0, 0, 0]"
"2","(2016-09-26 13:20:00,2016-09-26 13:40:00)","0","51","9","[0, 41, 8, 2, 0, 0, 0, 0]"
"1","(2016-09-26 13:40:00,2016-09-26 14:00:00)","1","93","17","[0, 75, 5, 7, 1, 5, 0, 0]"
"1","(2016-09-26 13:40:00,2016-09-26 14:00:00)","0","49","17","[0, 44, 5, 0, 0, 0, 0, 0]"
"3","(2016-09-26 13:40:00,2016-09-26 14:00:00)","1","89","25","[0, 79, 5, 4, 0, 1, 0, 0]"
"3","(2016-09-26 13:40:00,2016-09-26 14:00:00)","0","111","23","[0, 78, 32, 0, 1, 0, 0, 0]"
"2","(2016-09-26 13:40:00,2016-09-26 14:00:00)","0","64","13","[0, 51, 11, 2, 0, 0, 0, 0]"
"1","(2016-09-26 14:00:00,2016-09-26 14:20:00)","1","92","23","[0, 74, 9, 3, 2, 4, 0, 0]"
"1","(2016-09-26 14:00:00,2016-09-26 14:20:00)","0","44","11","[0, 42, 1, 1, 0, 0, 0, 0]"
"3","(2016-09-26 14:00:00,2016-09-26 14:20:00)","1","110","33","[0, 90, 6, 5, 2, 7, 0, 0]"
"3","(2016-09-26 14:00:00,2016-09-26 14:20:00)","0","104","33","[0, 82, 20, 0, 2, 0, 0, 0]"
"2","(2016-09-26 14:00:00,2016-09-26 14:20:00)","0","52","12","[0, 44, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-26 14:20:00,2016-09-26 14:40:00)","1","108","20","[0, 83, 15, 2, 1, 6, 0, 1]"
"1","(2016-09-26 14:20:00,2016-09-26 14:40:00)","0","29","11","[0, 25, 3, 1, 0, 0, 0, 0]"
"3","(2016-09-26 14:20:00,2016-09-26 14:40:00)","1","98","27","[0, 81, 8, 4, 3, 2, 0, 0]"
"3","(2016-09-26 14:20:00,2016-09-26 14:40:00)","0","146","32","[46, 77, 19, 0, 4, 0, 0, 0]"
"2","(2016-09-26 14:20:00,2016-09-26 14:40:00)","0","90","19","[0, 79, 10, 1, 0, 0, 0, 0]"
"1","(2016-09-26 14:40:00,2016-09-26 15:00:00)","1","87","24","[0, 73, 9, 1, 1, 3, 0, 0]"
"1","(2016-09-26 14:40:00,2016-09-26 15:00:00)","0","63","19","[0, 56, 7, 0, 0, 0, 0, 0]"
"3","(2016-09-26 14:40:00,2016-09-26 15:00:00)","1","77","17","[0, 63, 7, 3, 1, 3, 0, 0]"
"3","(2016-09-26 14:40:00,2016-09-26 15:00:00)","0","117","22","[1, 94, 22, 0, 0, 0, 0, 0]"
"2","(2016-09-26 14:40:00,2016-09-26 15:00:00)","0","77","16","[0, 60, 17, 0, 0, 0, 0, 0]"
"1","(2016-09-26 15:00:00,2016-09-26 15:20:00)","1","92","19","[0, 77, 5, 4, 1, 5, 0, 0]"
"1","(2016-09-26 15:00:00,2016-09-26 15:20:00)","0","33","7","[0, 29, 3, 0, 1, 0, 0, 0]"
"3","(2016-09-26 15:00:00,2016-09-26 15:20:00)","1","102","28","[0, 89, 5, 3, 1, 4, 0, 0]"
"3","(2016-09-26 15:00:00,2016-09-26 15:20:00)","0","97","15","[0, 70, 24, 1, 2, 0, 0, 0]"
"2","(2016-09-26 15:00:00,2016-09-26 15:20:00)","0","76","17","[0, 62, 12, 0, 2, 0, 0, 0]"
"1","(2016-09-26 15:20:00,2016-09-26 15:40:00)","1","108","22","[0, 91, 6, 3, 1, 5, 0, 2]"
"1","(2016-09-26 15:20:00,2016-09-26 15:40:00)","0","51","11","[0, 47, 2, 2, 0, 0, 0, 0]"
"3","(2016-09-26 15:20:00,2016-09-26 15:40:00)","1","77","22","[0, 62, 11, 3, 0, 1, 0, 0]"
"3","(2016-09-26 15:20:00,2016-09-26 15:40:00)","0","116","26","[0, 89, 25, 0, 2, 0, 0, 0]"
"2","(2016-09-26 15:20:00,2016-09-26 15:40:00)","0","71","18","[0, 64, 7, 0, 0, 0, 0, 0]"
"1","(2016-09-26 15:40:00,2016-09-26 16:00:00)","1","83","19","[0, 74, 4, 1, 3, 1, 0, 0]"
"1","(2016-09-26 15:40:00,2016-09-26 16:00:00)","0","43","8","[0, 37, 6, 0, 0, 0, 0, 0]"
"3","(2016-09-26 15:40:00,2016-09-26 16:00:00)","1","93","15","[0, 87, 4, 1, 0, 1, 0, 0]"
"3","(2016-09-26 15:40:00,2016-09-26 16:00:00)","0","98","16","[0, 70, 27, 0, 1, 0, 0, 0]"
"2","(2016-09-26 15:40:00,2016-09-26 16:00:00)","0","72","15","[0, 64, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-26 16:00:00,2016-09-26 16:20:00)","1","106","36","[0, 103, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-26 16:00:00,2016-09-26 16:20:00)","0","44","14","[0, 38, 5, 0, 1, 0, 0, 0]"
"3","(2016-09-26 16:00:00,2016-09-26 16:20:00)","1","82","29","[0, 72, 4, 1, 2, 3, 0, 0]"
"3","(2016-09-26 16:00:00,2016-09-26 16:20:00)","0","118","29","[0, 96, 21, 0, 1, 0, 0, 0]"
"2","(2016-09-26 16:00:00,2016-09-26 16:20:00)","0","64","11","[0, 54, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-26 16:20:00,2016-09-26 16:40:00)","1","112","27","[0, 94, 10, 2, 1, 5, 0, 0]"
"1","(2016-09-26 16:20:00,2016-09-26 16:40:00)","0","56","16","[0, 53, 2, 0, 1, 0, 0, 0]"
"3","(2016-09-26 16:20:00,2016-09-26 16:40:00)","1","89","15","[0, 80, 6, 0, 1, 2, 0, 0]"
"3","(2016-09-26 16:20:00,2016-09-26 16:40:00)","0","121","30","[0, 98, 22, 0, 1, 0, 0, 0]"
"2","(2016-09-26 16:20:00,2016-09-26 16:40:00)","0","75","21","[0, 64, 11, 0, 0, 0, 0, 0]"
"1","(2016-09-26 16:40:00,2016-09-26 17:00:00)","1","103","24","[0, 87, 9, 3, 2, 2, 0, 0]"
"1","(2016-09-26 16:40:00,2016-09-26 17:00:00)","0","46","13","[0, 43, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-26 16:40:00,2016-09-26 17:00:00)","1","78","24","[0, 71, 4, 2, 0, 1, 0, 0]"
"3","(2016-09-26 16:40:00,2016-09-26 17:00:00)","0","136","39","[0, 108, 27, 1, 0, 0, 0, 0]"
"2","(2016-09-26 16:40:00,2016-09-26 17:00:00)","0","73","14","[0, 60, 11, 0, 2, 0, 0, 0]"
"1","(2016-09-26 17:00:00,2016-09-26 17:20:00)","1","106","35","[0, 99, 3, 3, 1, 0, 0, 0]"
"1","(2016-09-26 17:00:00,2016-09-26 17:20:00)","0","47","12","[0, 43, 3, 1, 0, 0, 0, 0]"
"3","(2016-09-26 17:00:00,2016-09-26 17:20:00)","1","85","37","[0, 82, 1, 0, 0, 2, 0, 0]"
"3","(2016-09-26 17:00:00,2016-09-26 17:20:00)","0","120","29","[0, 88, 31, 0, 1, 0, 0, 0]"
"2","(2016-09-26 17:00:00,2016-09-26 17:20:00)","0","71","18","[0, 65, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-26 17:20:00,2016-09-26 17:40:00)","1","112","36","[0, 94, 7, 2, 7, 2, 0, 0]"
"1","(2016-09-26 17:20:00,2016-09-26 17:40:00)","0","42","10","[0, 41, 0, 0, 1, 0, 0, 0]"
"3","(2016-09-26 17:20:00,2016-09-26 17:40:00)","1","90","23","[0, 85, 5, 0, 0, 0, 0, 0]"
"3","(2016-09-26 17:20:00,2016-09-26 17:40:00)","0","106","20","[0, 88, 17, 1, 0, 0, 0, 0]"
"2","(2016-09-26 17:20:00,2016-09-26 17:40:00)","0","67","19","[0, 57, 8, 2, 0, 0, 0, 0]"
"1","(2016-09-26 17:40:00,2016-09-26 18:00:00)","1","102","27","[0, 90, 7, 2, 2, 1, 0, 0]"
"1","(2016-09-26 17:40:00,2016-09-26 18:00:00)","0","30","11","[0, 30, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 17:40:00,2016-09-26 18:00:00)","1","82","26","[0, 75, 1, 2, 2, 2, 0, 0]"
"3","(2016-09-26 17:40:00,2016-09-26 18:00:00)","0","101","19","[0, 75, 25, 0, 1, 0, 0, 0]"
"2","(2016-09-26 17:40:00,2016-09-26 18:00:00)","0","63","19","[0, 52, 10, 0, 1, 0, 0, 0]"
"1","(2016-09-26 18:00:00,2016-09-26 18:20:00)","1","74","17","[0, 66, 4, 1, 0, 3, 0, 0]"
"1","(2016-09-26 18:00:00,2016-09-26 18:20:00)","0","33","17","[0, 24, 1, 1, 7, 0, 0, 0]"
"3","(2016-09-26 18:00:00,2016-09-26 18:20:00)","1","91","27","[0, 87, 1, 0, 1, 2, 0, 0]"
"3","(2016-09-26 18:00:00,2016-09-26 18:20:00)","0","95","25","[0, 74, 20, 0, 1, 0, 0, 0]"
"2","(2016-09-26 18:00:00,2016-09-26 18:20:00)","0","63","19","[0, 55, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-26 18:20:00,2016-09-26 18:40:00)","1","85","34","[0, 80, 2, 1, 0, 2, 0, 0]"
"1","(2016-09-26 18:20:00,2016-09-26 18:40:00)","0","22","4","[0, 22, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 18:20:00,2016-09-26 18:40:00)","1","55","21","[0, 52, 2, 1, 0, 0, 0, 0]"
"3","(2016-09-26 18:20:00,2016-09-26 18:40:00)","0","88","14","[0, 71, 16, 0, 1, 0, 0, 0]"
"2","(2016-09-26 18:20:00,2016-09-26 18:40:00)","0","52","14","[0, 43, 8, 0, 1, 0, 0, 0]"
"1","(2016-09-26 18:40:00,2016-09-26 19:00:00)","1","54","10","[0, 46, 4, 1, 1, 2, 0, 0]"
"1","(2016-09-26 18:40:00,2016-09-26 19:00:00)","0","29","8","[0, 27, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-26 18:40:00,2016-09-26 19:00:00)","1","70","25","[0, 62, 4, 0, 1, 3, 0, 0]"
"3","(2016-09-26 18:40:00,2016-09-26 19:00:00)","0","62","9","[0, 41, 21, 0, 0, 0, 0, 0]"
"2","(2016-09-26 18:40:00,2016-09-26 19:00:00)","0","48","14","[0, 45, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-26 19:00:00,2016-09-26 19:20:00)","1","50","8","[0, 38, 5, 0, 0, 7, 0, 0]"
"1","(2016-09-26 19:00:00,2016-09-26 19:20:00)","0","31","9","[0, 29, 1, 1, 0, 0, 0, 0]"
"3","(2016-09-26 19:00:00,2016-09-26 19:20:00)","1","59","12","[0, 50, 3, 1, 0, 5, 0, 0]"
"3","(2016-09-26 19:00:00,2016-09-26 19:20:00)","0","64","14","[0, 51, 13, 0, 0, 0, 0, 0]"
"2","(2016-09-26 19:00:00,2016-09-26 19:20:00)","0","35","6","[0, 28, 7, 0, 0, 0, 0, 0]"
"1","(2016-09-26 19:20:00,2016-09-26 19:40:00)","1","55","13","[0, 44, 4, 0, 0, 7, 0, 0]"
"1","(2016-09-26 19:20:00,2016-09-26 19:40:00)","0","15","1","[0, 12, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-26 19:20:00,2016-09-26 19:40:00)","1","57","17","[0, 48, 3, 0, 0, 5, 0, 1]"
"3","(2016-09-26 19:20:00,2016-09-26 19:40:00)","0","49","5","[0, 26, 23, 0, 0, 0, 0, 0]"
"2","(2016-09-26 19:20:00,2016-09-26 19:40:00)","0","37","11","[0, 31, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-26 19:40:00,2016-09-26 20:00:00)","1","47","8","[0, 39, 5, 1, 0, 2, 0, 0]"
"1","(2016-09-26 19:40:00,2016-09-26 20:00:00)","0","22","4","[0, 21, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-26 19:40:00,2016-09-26 20:00:00)","1","52","11","[0, 47, 1, 2, 0, 2, 0, 0]"
"3","(2016-09-26 19:40:00,2016-09-26 20:00:00)","0","48","10","[0, 31, 17, 0, 0, 0, 0, 0]"
"2","(2016-09-26 19:40:00,2016-09-26 20:00:00)","0","32","5","[0, 22, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-26 20:00:00,2016-09-26 20:20:00)","1","33","10","[0, 29, 3, 0, 0, 1, 0, 0]"
"1","(2016-09-26 20:00:00,2016-09-26 20:20:00)","0","19","2","[0, 18, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-26 20:00:00,2016-09-26 20:20:00)","1","44","13","[0, 39, 1, 1, 2, 1, 0, 0]"
"3","(2016-09-26 20:00:00,2016-09-26 20:20:00)","0","49","15","[0, 36, 11, 1, 1, 0, 0, 0]"
"2","(2016-09-26 20:00:00,2016-09-26 20:20:00)","0","35","7","[0, 25, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-26 20:20:00,2016-09-26 20:40:00)","1","38","11","[0, 31, 2, 0, 0, 5, 0, 0]"
"1","(2016-09-26 20:20:00,2016-09-26 20:40:00)","0","19","6","[0, 18, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-26 20:20:00,2016-09-26 20:40:00)","1","58","14","[0, 51, 4, 3, 0, 0, 0, 0]"
"3","(2016-09-26 20:20:00,2016-09-26 20:40:00)","0","40","6","[0, 26, 14, 0, 0, 0, 0, 0]"
"2","(2016-09-26 20:20:00,2016-09-26 20:40:00)","0","35","9","[0, 29, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-26 20:40:00,2016-09-26 21:00:00)","1","32","9","[0, 27, 3, 2, 0, 0, 0, 0]"
"1","(2016-09-26 20:40:00,2016-09-26 21:00:00)","0","24","9","[0, 23, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-26 20:40:00,2016-09-26 21:00:00)","1","33","9","[0, 31, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-26 20:40:00,2016-09-26 21:00:00)","0","49","10","[0, 35, 13, 0, 1, 0, 0, 0]"
"2","(2016-09-26 20:40:00,2016-09-26 21:00:00)","0","44","17","[0, 36, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-26 21:00:00,2016-09-26 21:20:00)","1","33","13","[0, 25, 6, 0, 0, 2, 0, 0]"
"1","(2016-09-26 21:00:00,2016-09-26 21:20:00)","0","14","2","[0, 13, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-26 21:00:00,2016-09-26 21:20:00)","1","27","9","[0, 22, 0, 1, 0, 3, 0, 1]"
"3","(2016-09-26 21:00:00,2016-09-26 21:20:00)","0","46","9","[0, 37, 9, 0, 0, 0, 0, 0]"
"2","(2016-09-26 21:00:00,2016-09-26 21:20:00)","0","28","7","[0, 20, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-26 21:20:00,2016-09-26 21:40:00)","1","32","9","[0, 24, 6, 1, 0, 1, 0, 0]"
"1","(2016-09-26 21:20:00,2016-09-26 21:40:00)","0","19","3","[0, 16, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-26 21:20:00,2016-09-26 21:40:00)","1","40","12","[0, 39, 0, 0, 0, 1, 0, 0]"
"3","(2016-09-26 21:20:00,2016-09-26 21:40:00)","0","38","5","[0, 28, 10, 0, 0, 0, 0, 0]"
"2","(2016-09-26 21:20:00,2016-09-26 21:40:00)","0","26","10","[0, 24, 2, 0, 0, 0, 0, 0]"
"1","(2016-09-26 21:40:00,2016-09-26 22:00:00)","1","26","6","[0, 18, 5, 0, 0, 3, 0, 0]"
"1","(2016-09-26 21:40:00,2016-09-26 22:00:00)","0","10","6","[0, 10, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 21:40:00,2016-09-26 22:00:00)","1","28","5","[0, 23, 3, 1, 0, 1, 0, 0]"
"3","(2016-09-26 21:40:00,2016-09-26 22:00:00)","0","42","9","[0, 31, 11, 0, 0, 0, 0, 0]"
"2","(2016-09-26 21:40:00,2016-09-26 22:00:00)","0","23","2","[0, 16, 7, 0, 0, 0, 0, 0]"
"1","(2016-09-26 22:00:00,2016-09-26 22:20:00)","1","9","2","[0, 8, 1, 0, 0, 0, 0, 0]"
"1","(2016-09-26 22:00:00,2016-09-26 22:20:00)","0","10","2","[0, 8, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-26 22:00:00,2016-09-26 22:20:00)","1","19","3","[0, 19, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 22:00:00,2016-09-26 22:20:00)","0","30","5","[0, 23, 7, 0, 0, 0, 0, 0]"
"2","(2016-09-26 22:00:00,2016-09-26 22:20:00)","0","27","9","[0, 23, 4, 0, 0, 0, 0, 0]"
"1","(2016-09-26 22:20:00,2016-09-26 22:40:00)","1","28","7","[0, 23, 3, 1, 0, 1, 0, 0]"
"1","(2016-09-26 22:20:00,2016-09-26 22:40:00)","0","12","4","[0, 12, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 22:20:00,2016-09-26 22:40:00)","1","27","4","[0, 22, 3, 1, 0, 1, 0, 0]"
"3","(2016-09-26 22:20:00,2016-09-26 22:40:00)","0","26","5","[0, 17, 9, 0, 0, 0, 0, 0]"
"2","(2016-09-26 22:20:00,2016-09-26 22:40:00)","0","18","6","[0, 8, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-26 22:40:00,2016-09-26 23:00:00)","1","14","3","[0, 9, 1, 0, 0, 4, 0, 0]"
"1","(2016-09-26 22:40:00,2016-09-26 23:00:00)","0","5","1","[0, 3, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-26 22:40:00,2016-09-26 23:00:00)","1","29","8","[0, 27, 0, 0, 0, 2, 0, 0]"
"3","(2016-09-26 22:40:00,2016-09-26 23:00:00)","0","15","2","[0, 11, 4, 0, 0, 0, 0, 0]"
"2","(2016-09-26 22:40:00,2016-09-26 23:00:00)","0","17","4","[0, 16, 1, 0, 0, 0, 0, 0]"
"1","(2016-09-26 23:00:00,2016-09-26 23:20:00)","1","16","3","[0, 11, 2, 1, 0, 2, 0, 0]"
"1","(2016-09-26 23:00:00,2016-09-26 23:20:00)","0","3","2","[0, 3, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-26 23:00:00,2016-09-26 23:20:00)","1","14","2","[0, 9, 2, 0, 0, 3, 0, 0]"
"3","(2016-09-26 23:00:00,2016-09-26 23:20:00)","0","17","3","[0, 10, 7, 0, 0, 0, 0, 0]"
"2","(2016-09-26 23:00:00,2016-09-26 23:20:00)","0","11","4","[0, 8, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-26 23:20:00,2016-09-26 23:40:00)","1","14","3","[0, 9, 3, 1, 0, 1, 0, 0]"
"1","(2016-09-26 23:20:00,2016-09-26 23:40:00)","0","6","3","[0, 4, 1, 0, 1, 0, 0, 0]"
"3","(2016-09-26 23:20:00,2016-09-26 23:40:00)","1","12","3","[0, 12, 0, 0, 0, 0, 0, 0]"
